recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
4591,HAMPTON BOULEVARD & HANOVER AVENUE,Joaquin (9/29/2015),Flooded street,12125331,3493976.5,26:54.0,10/2/2015,26:54.0,-76.302875,36.898216
4592,2300 BLOCK OF KIMBALL TERRACE,Joaquin (9/29/2015),Flooded street,12137762.05,3474220.029,38:42.0,10/2/2015,38:42.0,-76.261977,36.843166
4593,E PRINCESS ANNE ROAD & INGLESIDE ROAD,Joaquin (9/29/2015),Flooded street,12142817.5,3481606.375,44:07.0,10/2/2015,44:07.0,-76.244103,36.863117
4594,E BRAMBLETON AVENUE & ROSWELL AVENUE,Joaquin (9/29/2015),Flooded street,12133142,3477128.25,46:00.0,10/2/2015,46:00.0,-76.277527,36.851451
4595,1630 MADISON AVENUE,Joaquin (9/29/2015),Flooded street,12136769.46,3477104.896,47:16.0,10/2/2015,47:16.0,-76.265135,36.851152
4596,51ST STREET & KILLAM AVENUE,Joaquin (9/29/2015),Flooded street,12126926,3490773.5,48:45.0,10/2/2015,48:45.0,-76.297678,36.889319
4597,BLUESTONE AVENUE & 49TH STREET,Joaquin (9/29/2015),Flooded street,12124520,3490101.75,49:39.0,10/2/2015,49:39.0,-76.305956,36.887628
4598,ROLFE AVENUE & WALNUT HILL STREET,Joaquin (9/29/2015),Flooded street,12122752,3494203.5,50:28.0,10/2/2015,50:28.0,-76.311674,36.899004
4599,RICHMOND PLACE & MANCHESTER AVENUE,Joaquin (9/29/2015),Flooded street,12124989,3494280.5,51:00.0,10/2/2015,51:00.0,-76.30402,36.899073
4600,HAMPTON BOULEVARD & JAMESTOWN CRESCENT,Joaquin (9/29/2015),Flooded street,12125333,3493946,51:21.0,10/2/2015,51:21.0,-76.302871,36.898132
4601,SURREY CRESCENT & UPPER BRANDON PLACE,Joaquin (9/29/2015),Flooded street,12124355,3493766.75,51:49.0,10/2/2015,51:49.0,-76.306229,36.897702
4602,38TH STREET & LLEWELLYN AVENUE,Joaquin (9/29/2015),Flooded street,12130693,3487664.75,53:09.0,10/2/2015,53:09.0,-76.28505,36.880541
4603,SOUTH MOWBRAY ARCH & YARMOUTH STREET,Joaquin (9/29/2015),Flooded street,12128377,3478506.5,54:26.0,10/2/2015,54:26.0,-76.293698,36.855542
4604,MAGNOLIA AVENUE & ROLFE AVENUE,Joaquin (9/29/2015),Flooded street,12122836,3492769,55:30.0,10/2/2015,55:30.0,-76.311501,36.895059
4605,GRACE STREET & YARMOUTH STREET,Joaquin (9/29/2015),Flooded street,12128377,3478506.5,56:04.0,10/2/2015,56:04.0,-76.293698,36.855542
4606,HAMPTON BOULEVARD & SURREY CRESCENT,Joaquin (9/29/2015),Flooded street,12125337,3493394.5,56:39.0,10/2/2015,56:39.0,-76.302901,36.896617
4610,BOLLING AVENUE & HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125064.5,3491422.875,32:13.0,10/2/2015,32:13.0,-76.303989,36.891221
4611,ARGYLE AVENUE & NORTH SHORE ROAD,Joaquin (9/29/2015),Flooded street,12123010.5,3499469.25,38:04.0,10/2/2015,38:04.0,-76.310373,36.913446
4612,1287 W OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12129200.82,3519077.932,39:55.0,10/2/2015,39:55.0,-76.287633,36.966893
4614,DUNMORE STREET & YORK STREET,Joaquin (9/29/2015),Flooded street,12128072.06,3477748.652,54:07.0,10/2/2015,54:07.0,-76.2948,36.853481
4616,9634 SALEM STREET,Joaquin (9/29/2015),Flooded street,12132485.98,3518841.139,06:03.0,10/2/2015,06:03.0,-76.276411,36.966031
4617,1234 RICHMOND CRESCENT,Joaquin (9/29/2015),Flooded street,12124829.11,3494081.306,46:58.0,10/2/2015,46:58.0,-76.304583,36.898536
4618,150 PARK AVENUE,Joaquin (9/29/2015),Flooded street,12132648.05,3474100.241,04:03.0,10/3/2015,04:03.0,-76.279458,36.843168
4619,HAMPTON BOULEVARD & LARCHMONT CRESCENT,Joaquin (9/29/2015),Flooded street,12125347.5,3493134.125,43:32.0,10/3/2015,43:32.0,-76.302886,36.895902
4620,3RD BAY STREET & E OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12151189,3508038.75,49:44.0,10/3/2015,49:44.0,-76.213307,36.935142
4621,E LITTLE CREEK ROAD & HALPRIN DRIVE,Joaquin (9/29/2015),Flooded street,12149336.5,3500704.625,50:59.0,10/3/2015,50:59.0,-76.22025,36.915127
4622,300 E LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12136176.66,3501436.65,06:53.0,10/3/2015,06:53.0,-76.265192,36.918001
4623,1000 MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12130315.99,3479908.725,09:40.0,10/3/2015,09:40.0,-76.28696,36.859268
4624,900 BAGNALL ROAD,Joaquin (9/29/2015),Flooded street,12133290.28,3478374.556,17:33.0,10/3/2015,17:33.0,-76.27692,36.854863
4625,301 TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12132724.06,3475170.333,19:07.0,10/3/2015,19:07.0,-76.279112,36.846102
4626,CAMPOSTELLA ROAD & I-264E HIGHWAY,Joaquin (9/29/2015),Flooded street,12136265,3474557.5,19:34.0,10/3/2015,19:34.0,-76.267064,36.84419
4627,13TH VIEW STREET & W OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12129064.5,3519157.25,19:53.0,10/3/2015,19:53.0,-76.288093,36.967119
4630,400 BLOCK OF E LITTLE CREEK ROAD,Joaquin (9/29/2015),Flooded street,12137631.26,3501412.565,06:43.0,10/3/2015,06:43.0,-76.260219,36.91784
4631,7246 GRANBY STREET,Joaquin (9/29/2015),Flooded street,12133535,3498173.749,57:11.0,10/3/2015,57:11.0,-76.274489,36.909213
4633,920 N MILITARY HIGHWAY,Joaquin (9/29/2015),Flooded street,12153358,3478655.25,06:52.0,10/3/2015,06:52.0,-76.208329,36.854316
4641,9520 20TH BAY STREET,Joaquin (9/29/2015),Flooded street,12156729.44,3504883.001,17:36.0,10/3/2015,17:36.0,-76.19462,36.926107
4644,I-264E HIGHWAY & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12131872.5,3474347.5,40:39.0,10/4/2015,40:39.0,-76.282088,36.843897
4645,I-264W HIGHWAY & E CITY HALL AVENUE,Joaquin (9/29/2015),Flooded street,12131311,3475225.75,42:35.0,10/4/2015,42:35.0,-76.283936,36.846345
4646,1503 LEA VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12127368.6,3519508.326,08:02.0,10/4/2015,08:02.0,-76.293869,36.968192
4651,100 BLOCK OF W VIRGINIA BEACH BOULEVARD,Joaquin (9/29/2015),Flooded street,12129404.89,3479199.33,45:25.0,10/4/2015,45:25.0,-76.29013,36.857379
4652,49TH STREET & HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125487.5,3490162.125,41:20.0,10/4/2015,41:20.0,-76.302644,36.887732
4655,4TH VIEW STREET & STATEN STREET,Joaquin (9/29/2015),Flooded street,12136820.5,3516358.125,58:31.0,10/4/2015,58:31.0,-76.26178,36.958931
4656,600 BLOCK OF W OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12135266.18,3517958.998,00:55.0,10/4/2015,00:55.0,-76.266969,36.963428
4661,900 BLOCK OF BAGNALL ROAD,Joaquin (9/29/2015),Flooded street,12133471.3,3478200.465,05:26.0,10/4/2015,05:26.0,-76.276315,36.854374
4664,401 MONTICELLO AVENUE,Joaquin (9/29/2015),Flooded street,12129761,3476951.751,56:41.0,10/4/2015,56:41.0,-76.289093,36.851184
4666,MOWBRAY ARCH & PEMBROKE AVENUE,Joaquin (9/29/2015),Flooded street,12126727,3479420.5,15:44.0,10/4/2015,15:44.0,-76.299263,36.858158
4667,700 BLOCK OF BOTETOURT STREET,Joaquin (9/29/2015),Flooded street,12127759.6,3478815.579,18:52.0,10/4/2015,18:52.0,-76.295783,36.856431
4668,DRUMMOND PLACE & MOWBRAY ARCH,Joaquin (9/29/2015),Flooded street,12127662,3478466,20:03.0,10/4/2015,20:03.0,-76.296144,36.855477
4669,FAIRFAX AVENUE & MOWBRAY ARCH,Joaquin (9/29/2015),Flooded street,12127621,3479294.125,20:41.0,10/4/2015,20:41.0,-76.296218,36.857754
4670,200 BLOCK OF GRACE STREET,Joaquin (9/29/2015),Flooded street,12128805.54,3478536.224,21:32.0,10/4/2015,21:32.0,-76.292231,36.855596
4671,700 BLOCK OF MEMORIAL PLACE,Joaquin (9/29/2015),Flooded street,12128357.67,3478639.878,22:10.0,10/4/2015,22:10.0,-76.293753,36.85591
4672,300 BLOCK OF MOWBRAY ARCH,Joaquin (9/29/2015),Flooded street,12128050.34,3478629.474,25:18.0,10/4/2015,25:18.0,-76.294804,36.855901
4673,800 BLOCK OF DUKE STREET,Joaquin (9/29/2015),Flooded street,12128833.8,3478766.601,26:56.0,10/4/2015,26:56.0,-76.292116,36.856227
4674,MEMORIAL PLACE & MOWBRAY ARCH,Joaquin (9/29/2015),Flooded street,12128230,3478723.25,27:56.0,10/4/2015,27:56.0,-76.294183,36.856147
4675,9600 BLOCK OF 20TH BAY STREET,Joaquin (9/29/2015),Flooded street,12156849.48,3506200.253,28:28.0,10/4/2015,28:28.0,-76.1941,36.929716
4676,MILL STREET & MOWBRAY ARCH,Joaquin (9/29/2015),Flooded street,12126682,3478837.5,33:55.0,10/4/2015,33:55.0,-76.299463,36.85656
4677,9640 SALEM STREET,Joaquin (9/29/2015),Flooded street,12132455.51,3518927.552,35:00.0,10/4/2015,35:00.0,-76.276508,36.96627
4678,500 BLOCK OF MOWBRAY ARCH,Joaquin (9/29/2015),Flooded street,12126840.03,3479613.146,36:13.0,10/4/2015,36:13.0,-76.298861,36.85868
4679,200 BLOCK OF W OLNEY ROAD,Joaquin (9/29/2015),Flooded street,12128849.7,3478993.344,38:20.0,10/4/2015,38:20.0,-76.292044,36.856849
4681,SAINT PAULS BOULEVARD & UNION STREET,Joaquin (9/29/2015),Flooded street,12130343,3474525.75,09:55.0,10/4/2015,09:55.0,-76.287299,36.844485
4684,NORVIEW AVENUE & TIDEWATER DRIVE,Joaquin (9/29/2015),Flooded street,12138501,3492019.75,13:24.0,10/4/2015,13:24.0,-76.258008,36.891993
4686,6400 BLOCK OF HAMPTON BOULEVARD,Joaquin (9/29/2015),Flooded street,12125151.05,3494646.475,14:30.0,10/4/2015,14:30.0,-76.303437,36.900067
4687,MONROE PLACE & JAMESTOWN CRESCENT,Joaquin (9/29/2015),Flooded street,12126195,3493456,15:01.0,10/4/2015,15:01.0,-76.299963,36.896731
4688,STOCKLEY GARDENS & REDGATE AVENUE,Joaquin (9/29/2015),Flooded street,12127366.5,3480838.125,15:38.0,10/4/2015,15:38.0,-76.296965,36.862009
4689,STOCKLEY GARDENS & W OLNEY ROAD,Joaquin (9/29/2015),Flooded street,12126925,3480019.875,16:15.0,10/4/2015,16:15.0,-76.298538,36.859791
4690,NORVIEW AVENUE & SEDGEFIELD DRIVE,Joaquin (9/29/2015),Flooded street,12139911,3491389,17:01.0,10/4/2015,17:01.0,-76.253239,36.890169
4692,1200 BLOCK OF SUSSEX PLACE,Joaquin (9/29/2015),Flooded street,12124920.47,3493453.406,31:21.0,10/4/2015,31:21.0,-76.30432,36.896806
4697,1400 BLOCK OF KEMPSVILLE ROAD,Joaquin (9/29/2015),Flooded street,12153775.17,3485372.241,40:29.0,10/4/2015,40:29.0,-76.206345,36.872732
4698,1100 BLOCK OF CHARLESTON STREET,Joaquin (9/29/2015),Flooded street,12127699.5,3499805.75,55:46.0,10/4/2015,55:46.0,-76.294312,36.914071
4704,9600 BLOCK OF 11TH VIEW STREET,Joaquin (9/29/2015),Flooded street,12131014.48,3518938.992,10:49.0,10/4/2015,10:49.0,-76.281438,36.966394
4705,15TH VIEW STREET & W OCEAN VIEW AVENUE,Joaquin (9/29/2015),Flooded street,12127444.5,3519104.25,05:09.0,10/5/2015,05:09.0,-76.293641,36.967078
4707,E MAIN STREET & PARK AVENUE,Joaquin (9/29/2015),Flooded street,12132139,3473795,22:48.0,10/5/2015,22:48.0,-76.281222,36.842363
4729,GRANBY STREET & SHIRLEY AVENUE,unnamed  (10/30/2015),Flooded street,12130290,3481413.25,32:44.0,12/10/2015,32:44.0,-76.286928,36.863401
4730,GLENDALE AVENUE & HAMPTON BOULEVARD,Heavy Rainfall (12/30/2015),Flooded street,12120776,3504543.5,39:31.0,12/30/2015,39:31.0,-76.317613,36.927522
4731,4TH VIEW STREET & W OCEAN VIEW AVENUE,Heavy Rainfall (12/30/2015),Flooded street,12137042,3516670,21:36.0,12/30/2015,21:36.0,-76.260997,36.959773
4732,4TH VIEW STREET & W OCEAN VIEW AVENUE,Heavy Rainfall (12/30/2015),Flooded underpass,12137042,3516670,21:36.0,12/30/2015,21:36.0,-76.260997,36.959773
4733,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,01/15/2016 (1/15/2016),Flooded street,12134008,3478239.25,39:48.0,1/15/2016,39:48.0,-76.274478,36.854445
4734,BLUESTONE AVENUE & 49TH STREET,01/15/2016 (1/15/2016),Flooded street,12124520,3490101.75,44:22.0,1/15/2016,44:22.0,-76.305956,36.887628
4735,5200 BLOCK OF HAMPTON BOULEVARD,01/15/2016 (1/15/2016),Flooded street,12125193.72,3491096.656,44:45.0,1/15/2016,44:45.0,-76.303574,36.890317
4736,48TH STREET & POWHATAN AVENUE,01/15/2016 (1/15/2016),Flooded street,12122559,3489693,45:06.0,1/15/2016,45:06.0,-76.312692,36.886631
4737,3100 BLOCK OF MARNE AVENUE,01/15/2016 (1/15/2016),Flooded street,12139438.17,3485732.341,54:50.0,1/15/2016,54:50.0,-76.255315,36.874667
4738,300 BLOCK OF E LITTLE CREEK ROAD,01/15/2016 (1/15/2016),Flooded street,12136613.53,3501468.001,19:17.0,1/15/2016,19:17.0,-76.263695,36.918059
4739,8000 HAMPTON BOULEVARD,Jan Winter Weather (1/20/2016),Flooded street,12121294,3503243.999,46:56.0,1/22/2016,46:56.0,-76.315944,36.923921
4740,1200 BLOCK OF MERRIMAC AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12140255.72,3478901.981,45:49.0,1/22/2016,45:49.0,-76.253077,36.855859
4741,300 BLOCK OF E LITTLE CREEK ROAD,Jan Winter Weather (1/20/2016),Flooded street,12136613.53,3501468.001,46:28.0,1/22/2016,46:28.0,-76.263695,36.918059
4742,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Jan Winter Weather (1/20/2016),Flooded street,12134008,3478239.25,39:11.0,1/23/2016,39:11.0,-76.274478,36.854445
4746,1000 BLOCK OF MONTICELLO AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12130263.59,3479962.685,32:58.0,1/23/2016,32:58.0,-76.287135,36.85942
4747,1700 BLOCK OF GRANBY STREET,Jan Winter Weather (1/20/2016),Flooded street,12130466,3481969.875,35:07.0,1/23/2016,35:07.0,-76.286282,36.864918
4748,COLONIAL AVENUE & W 21ST STREET,Jan Winter Weather (1/20/2016),Flooded street,12128795,3483412,38:47.0,1/23/2016,38:47.0,-76.291877,36.868985
4749,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12136628.5,3477394.625,56:42.0,1/23/2016,56:42.0,-76.265593,36.851956
4754,E PRINCESS ANNE ROAD & INGLESIDE ROAD,Jan Winter Weather (1/20/2016),Flooded street,12142817.5,3481606.375,16:35.0,1/23/2016,16:35.0,-76.244103,36.863117
4755,E VIRGINIA BEACH BOULEVARD & CHAPEL STREET,Jan Winter Weather (1/20/2016),Flooded street,12133483,3478488.25,17:19.0,1/23/2016,17:19.0,-76.276252,36.855163
4758,E LITTLE CREEK ROAD & TIDEWATER DRIVE,Jan Winter Weather (1/20/2016),Flooded street,12139462,3500846.5,33:51.0,1/23/2016,33:51.0,-76.254005,36.916167
4760,DELAWARE AVENUE & LLEWELLYN AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12131024,3488692.25,44:45.0,1/23/2016,44:45.0,-76.283836,36.883341
4761,E LITTLE CREEK ROAD & GALVESTON BOULEVARD,Jan Winter Weather (1/20/2016),Flooded street,12137154.5,3501490.75,03:58.0,1/23/2016,03:58.0,-76.261843,36.918086
4762,6400 BLOCK OF AZALEA GARDEN ROAD,Jan Winter Weather (1/20/2016),Flooded street,12151732.21,3495940.934,09:45.0,1/23/2016,09:45.0,-76.212452,36.901888
4763,4TH VIEW STREET & W OCEAN VIEW AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12137042,3516670,23:11.0,1/23/2016,23:11.0,-76.260997,36.959773
4764,400 BLOCK OF FORT WORTH AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12137570.74,3501082.077,31:56.0,1/23/2016,31:56.0,-76.260453,36.916937
4765,BOUSH STREET & W OLNEY ROAD,Jan Winter Weather (1/20/2016),Flooded street,12129207,3478802.5,50:31.0,1/23/2016,50:31.0,-76.290838,36.856302
4766,300 BLOCK OF MOWBRAY ARCH,Jan Winter Weather (1/20/2016),Flooded street,12128050.34,3478629.474,51:37.0,1/23/2016,51:37.0,-76.294804,36.855901
4767,5800 BLOCK OF HAMPTON BOULEVARD,Jan Winter Weather (1/20/2016),Flooded street,12125246.47,3492742.886,48:18.0,1/23/2016,48:18.0,-76.303262,36.894834
4768,4600 BLOCK OF MAYFLOWER ROAD,Jan Winter Weather (1/20/2016),Flooded street,12128664,3489871.5,15:58.0,1/23/2016,15:58.0,-76.291808,36.886731
4769,4700 BLOCK OF MAYFLOWER ROAD,Jan Winter Weather (1/20/2016),Flooded street,12128734,3490023.5,16:19.0,1/23/2016,16:19.0,-76.291557,36.887143
4770,4200 BLOCK OF LLEWELLYN AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12131636.33,3489802.121,16:58.0,1/23/2016,16:58.0,-76.281654,36.886349
4771,4100 BLOCK OF LLEWELLYN AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12131229.63,3489253.69,19:08.0,1/23/2016,19:08.0,-76.283088,36.884869
4772,4000 BLOCK OF LLEWELLYN AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12131066,3488820.625,20:47.0,1/23/2016,20:47.0,-76.283682,36.88369
4773,7000 BLOCK OF HAMPTON BOULEVARD,Jan Winter Weather (1/20/2016),Flooded street,12124657.25,3496896.183,33:43.0,1/23/2016,33:43.0,-76.304946,36.906276
4774,CHAPEL STREET & E BRAMBLETON AVENUE,Jan Winter Weather (1/20/2016),Flooded street,12132798,3477412,35:09.0,1/23/2016,35:09.0,-76.278679,36.852252
4776,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,unnamed  (2/1/2016),Flooded street,12134008,3478239.25,50:07.0,2/4/2016,50:07.0,-76.274478,36.854445
4777,1000 BERKLEY AVENUE EX,unnamed  (2/1/2016),Flooded street,12134412.33,3468561.145,21:39.0,2/4/2016,21:39.0,-76.273877,36.827845
4778,ALEXANDER STREET & STRAND STREET,unnamed  (2/1/2016),Flooded street,12144693,3492905.5,21:31.0,2/5/2016,21:31.0,-76.236768,36.894019
4779,DELAWARE AVENUE & LLEWELLYN AVENUE,unnamed  (2/1/2016),Flooded street,12131024,3488692.25,51:52.0,2/9/2016,51:52.0,-76.283836,36.883341
4780,DUKE STREET & W OLNEY ROAD,unnamed  (2/1/2016),Flooded street,12128851.37,3478992.195,53:04.0,2/9/2016,53:04.0,-76.292038,36.856846
4781,300 BLOCK OF WATERSIDE DRIVE,February 24th Storm (2/24/2016),Flooded street,12129209.62,3474636.327,38:58.0,2/24/2016,38:58.0,-76.291162,36.844862
4815,19TH BAY STREET & PLEASANT AVENUE,unnamed  (2/25/2016),Flooded street,12156459.71,3505945.722,43:53.0,5/5/2016,43:53.0,-76.195454,36.929043
4816,20TH BAY STREET & PLEASANT AVENUE,unnamed  (2/25/2016),Flooded street,12156802,3505886.75,44:41.0,5/5/2016,44:41.0,-76.194288,36.928858
4817,BOUSH STREET & W OLNEY ROAD,unnamed  (2/25/2016),Flooded street,12129207,3478802.5,46:10.0,5/5/2016,46:10.0,-76.290838,36.856302
4818,900 BLOCK OF E CHARLOTTE STREET,unnamed  (2/25/2016),Flooded street,12132233.62,3476291.623,51:34.0,5/5/2016,51:34.0,-76.280698,36.849212
4819,LLEWELLYN AVENUE & W VIRGINIA BEACH BOULEVARD,unnamed  (2/25/2016),Flooded street,12129060.34,3479121.275,52:17.0,5/5/2016,52:17.0,-76.291314,36.857187
4820,ORLEANS STREET & LAFAYETTE AVENUE,unnamed  (2/25/2016),Flooded street,12137873,3513102.5,51:41.0,5/6/2016,51:41.0,-76.258443,36.949923
4821,GRANBY STREET & LLEWELLYN AVENUE,unnamed  (2/25/2016),Flooded street,12131873,3490069.75,52:52.0,5/6/2016,52:52.0,-76.280823,36.887068
4823,DUKE STREET & W OLNEY ROAD,unnamed  (2/25/2016),Flooded street,12128851.37,3478992.195,45:33.0,5/31/2016,45:33.0,-76.292038,36.856846
4827,GRANBY STREET & KINGSLEY LANE,Severe Weather - 6/5 (6/3/2016),Flooded street,12132065,3493984,50:57.0,6/5/2016,50:57.0,-76.279852,36.897804
4828,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Severe Weather - 6/5 (6/3/2016),Flooded street,12134008,3478239.25,51:43.0,6/5/2016,51:43.0,-76.274478,36.854445
4829,HAMPTON BOULEVARD & JAMESTOWN CRESCENT,Severe Weather - 6/5 (6/3/2016),Flooded street,12125333,3493946,52:33.0,6/5/2016,52:33.0,-76.302871,36.898132
4830,E 19TH STREET & MONTICELLO AVENUE,Severe Weather - 6/5 (6/3/2016),Flooded street,12130936,3482264.5,53:23.0,6/5/2016,53:23.0,-76.284652,36.865697
4831,COLONIAL AVENUE & W PRINCESS ANNE ROAD,Severe Weather - 6/5 (6/3/2016),Flooded street,12128169,3481427,53:56.0,6/5/2016,53:56.0,-76.294175,36.863575
4832,600 BLOCK OF W LITTLE CREEK ROAD,Severe Weather - 6/5 (6/3/2016),Flooded street,12129765.57,3500638.333,58:32.0,6/5/2016,58:32.0,-76.28718,36.916224
4834,2000 BLOCK OF E OCEAN VIEW AVENUE,unnamed  (6/10/2016),Flooded street,12150035.28,3508507.551,53:36.0,7/1/2016,53:36.0,-76.217215,36.936506
4835,1400 BLOCK OF MONTICELLO AVENUE,unnamed  (6/10/2016),Flooded street,12130560.91,3481060.435,54:14.0,7/1/2016,54:14.0,-76.286031,36.862415
4847,HAMPTON BOULEVARD & W PRINCESS ANNE ROAD,Thunderstorm (7/19/2016),Flooded street,12126256,3482417,08:00.0,7/19/2016,08:00.0,-76.300634,36.866416
4848,LLEWELLYN AVENUE & SHIRLEY AVENUE,Thunderstorm (7/19/2016),Flooded street,12129725,3481565.875,09:35.0,7/19/2016,09:35.0,-76.288847,36.863856
4849,300 BLOCK OF SHIRLEY AVENUE,Thunderstorm (7/19/2016),Flooded street,12129258.72,3481752.757,10:40.0,7/19/2016,10:40.0,-76.290425,36.864399
4850,COLLEY AVENUE & W 21ST STREET,Thunderstorm (7/19/2016),Flooded underpass,12127540.5,3484089,11:53.0,7/19/2016,11:53.0,-76.296111,36.870925
4851,E 27TH STREET & CHURCH STREET,Thunderstorm (7/19/2016),Flooded street,12132138,3484185.875,12:53.0,7/19/2016,12:53.0,-76.28039,36.870895
4854,COLONIAL AVENUE & W 26TH STREET,Thunderstorm (7/19/2016),Flooded street,12129269,3484853.5,37:28.0,7/19/2016,37:28.0,-76.290142,36.872913
4855,COLLEY AVENUE & W 26TH STREET,Thunderstorm (7/19/2016),Flooded street,12127791,3485350.75,38:37.0,7/19/2016,38:37.0,-76.295154,36.874373
4857,BOUSH STREET & W OLNEY ROAD,Thunderstorm (7/19/2016),Flooded street,12129207,3478802.5,47:08.0,7/19/2016,47:08.0,-76.290838,36.856302
4864,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Thunderstorm (7/19/2016),Flooded street,12134008,3478239.25,25:10.0,7/19/2016,25:10.0,-76.274478,36.854445
4867,200 BLOCK OF SHIRLEY AVENUE,unnamed  (7/20/2016),Flooded street,12130024.5,3481496.771,44:09.0,7/20/2016,44:09.0,-76.287829,36.863647
4881,2205 MCKANN AVENUE,Bernie (Training) (7/25/2016),Flooded street,12139987.31,3480713.305,20:41.0,7/25/2016,20:41.0,-76.253987,36.860833
4884,QUEENS WAY & SHIRLEY AVENUE,Bernie (Training) (7/25/2016),Flooded street,12130156,3481455.5,23:26.0,7/25/2016,23:26.0,-76.287383,36.863526
4915,HAMPTON BOULEVARD & JAMESTOWN CRESCENT,Thunderstorm (7/30/16),Flooded street,12125333,3493946,59:56.0,7/30/2016,59:56.0,-76.302871,36.898132
4916,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Thunderstorm (7/30/16),Flooded street,12136628.5,3477394.625,24:12.0,7/30/2016,24:12.0,-76.265593,36.851956
4917,ARMISTEAD AVENUE & E PRINCESS ANNE ROAD,Thunderstorm (7/30/16),Flooded street,12130583,3480319.75,43:48.0,7/30/2016,43:48.0,-76.286015,36.860379
4918,COLLEY AVENUE & W 21ST STREET,Thunderstorm (7/30/16),Flooded street,12127540.5,3484089,54:11.0,7/30/2016,54:11.0,-76.296111,36.870925
4920,E BAYVIEW BOULEVARD & STURGIS ROAD,Thunderstorm (7/31/16),Flooded street,12144329,3507658.5,28:22.0,7/31/2016,28:22.0,-76.236803,36.934552
4921,1600 BLOCK OF NORVIEW AVENUE,Thunderstorm (7/31/16),Flooded street,12148738.72,3493316.591,43:58.0,7/31/2016,43:58.0,-76.222903,36.894881
4922,CHESAPEAKE BOULEVARD & JOHNSTONS ROAD,Thunderstorm (7/31/16),Flooded street,12143533,3497852.5,46:43.0,7/31/2016,46:43.0,-76.240329,36.907679
4923,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Thunderstorm (7/31/16),Flooded street,12134008,3478239.25,59:48.0,7/31/2016,59:48.0,-76.274478,36.854445
4924,7400 BLOCK OF TIDEWATER DRIVE,Thunderstorm (7/31/16),Flooded street,12138932.5,3498321.177,11:55.0,7/31/2016,11:55.0,-76.256021,36.909267
4925,4TH VIEW STREET & W OCEAN VIEW AVENUE,Thunderstorm (7/31/16),Flooded street,12137042,3516670,32:03.0,7/31/2016,32:03.0,-76.260997,36.959773
4927,DOMINION AVENUE & MONA AVENUE,Thunderstorm (7/31/16),Flooded street,12150454,3501420.75,43:46.0,7/31/2016,43:46.0,-76.216369,36.917019
4928,HAMPTON BOULEVARD & TERMINAL BOULEVARD,Thunderstorm (7/31/16),Flooded street,12122989.5,3501066.875,34:44.0,7/31/2016,34:44.0,-76.310318,36.917835
4929,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD,unnamed  (7/30/2016),Flooded street,12145504.5,3483016.375,10:20.0,8/2/2016,10:20.0,-76.234805,36.866812
4930,BOLLING AVENUE & HAMPTON BOULEVARD,unnamed  (7/30/2016),Flooded street,12125064.5,3491422.875,10:45.0,8/2/2016,10:45.0,-76.303989,36.891221
4931,BOTETOURT GARDENS & W PRINCESS ANNE ROAD,unnamed  (7/30/2016),Flooded street,12128869,3480994.375,34:09.0,8/2/2016,34:09.0,-76.291818,36.862342
4932,E BRAMBLETON AVENUE & SAINT PAULS BOULEVARD,unnamed  (7/30/2016),Flooded street,12130817,3477971.625,41:59.0,8/2/2016,41:59.0,-76.285403,36.853917
4933,8000 WESTCLIFF DRIVE,unnamed  (7/30/2016),Flooded street,12141647,3501223.75,56:25.0,8/31/2016,56:25.0,-76.246502,36.91706
4934,426 GRANBY STREET,unnamed  (7/30/2016),Flooded street,12129720.08,3477176.415,57:43.0,8/31/2016,57:43.0,-76.289215,36.851804
